43591;# doc = C:\Users\Александр\Desktop\Olesar\LiveCorpus\Опоздавшие(1)\family.2.txt;;;;;;;;;;;;;;;;;
43592;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
43828;;я;Я;SPRO;sg 1p - nom;;;тоже бывает , я иногда и в;я;;;;;;Я;Я;SPRO;sg 1p - nom
43829;;иногда;ИНОГДА;ADV;-;;;бывает , я иногда и в четыре;а;д;г;о;н;и;А;ИНОГДА;ADV;-
43830;;и;И;CONJ;CONJ;;;, я иногда и в четыре проснусь;и;;;;;;И;И;CONJ;CONJ
43831;;в;В;PR;PR;;;я иногда и в четыре проснусь .;в;;;;;;В;В;PR;PR
43832;;четыре;ЧЕТЫРЕ;NUM;nom - -;;;иногда и в четыре проснусь . ;е;р;ы;т;е;ч;Е;ЧЕТЫРЕ;NUM;nom - -
43833;;проснусь;ПРОСНУТЬСЯ;V;pf fut sg indic - 1p;;;и в четыре проснусь .  Ну;ь;с;у;н;с;о;Я;ПРОСНУТЬСЯ;V;pf fut sg indic - 1p
43834;;.;.;PUNCT;SENT;;;в четыре проснусь .  Ну ,;.;;;;;;.;.;SENT;SENT
43835;;;;;;;;;;;;;;;;;;
43836;;Ну;НУ;PART;PART;;;проснусь .  Ну , это уже;у;Н;;;;;У;НУ;PART;PART
43837;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43838;;это;ЭТО;S;n - nom sg;;; Ну , это уже старость ,;о;т;э;;;;О;ЭТО;S;n - nom sg
43839;;уже;УЖЕ;ADV;-;;;Ну , это уже старость , это;е;ж;у;;;;Е;УЖЕ;ADV;-
43840;;старость;СТАРОСТЬ;S;f inan nom sg;;;, это уже старость , это уже;ь;т;с;о;р;а;Ь;СТАРОСТЬ;S;f inan nom sg
43841;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43842;;это;ЭТО;S;n - nom sg;;;уже старость , это уже знаешь .;о;т;э;;;;О;ЭТО;S;n - nom sg
43843;;уже;УЖЕ;ADV;-;;;старость , это уже знаешь . ;е;ж;у;;;;Е;УЖЕ;ADV;-
43844;;знаешь;ЗНАТЬ;V;ipf praes sg indic - 2p;;;, это уже знаешь .  И;ь;ш;е;а;н;з;Ь;ЗНАТЬ;V;ipf praes sg indic - 2p
43845;;.;.;PUNCT;SENT;;;это уже знаешь .  И я;.;;;;;;.;.;SENT;SENT
43846;;;;;;;;;;;;;;;;;;
43847;;И;И;CONJ;CONJ;;;знаешь .  И я в детстве;И;;;;;;И;И;CONJ;CONJ
43848;;я;Я;SPRO;sg 1p - nom;;;.  И я в детстве ,;я;;;;;;Я;Я;SPRO;sg 1p - nom
43849;;в;В;PR;PR;;; И я в детстве , в;в;;;;;;В;В;PR;PR
43850;;детстве;ДЕТСТВО;S;n inan loc sg;;;И я в детстве , в смысле;е;в;т;с;т;е;О;ДЕТСТВО;S;n inan loc sg
43851;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43852;;в;В;PR;PR;;;в детстве , в смысле пока была;в;;;;;;В;В;PR;PR
43853;;смысле;СМЫСЛ;S;m inan loc sg;;;детстве , в смысле пока была молодая;е;л;с;ы;м;с;Л;СМЫСЛ;S;m inan loc sg
43854;;пока;ПОКА;CONJ;CONJ;;;, в смысле пока была молодая ,;а;к;о;п;;;А;ПОКА;CONJ;CONJ
43855;;была;БЫТЬ;V;ipf praet sg indic f -;;;в смысле пока была молодая , тоже;а;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic f -
43856;;молодая;МОЛОДОЙ;A;- nom sg plen f -;;;смысле пока была молодая , тоже спала;я;а;д;о;л;о;Й;МОЛОДОЙ;A;- nom sg plen f -
43857;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43858;;тоже;ТОЖЕ;PART;PART;;;была молодая , тоже спала сколько столько;е;ж;о;т;;;Е;ТОЖЕ;PART;PART
43859;;спала;СПАТЬ;V;ipf praet sg indic f -;;;молодая , тоже спала сколько столько сколько;а;л;а;п;с;;Ь;СПАТЬ;V;ipf praet sg indic f -
43860;;сколько;СКОЛЬКО;CONJ;CONJ;;;, тоже спала сколько столько сколько было;о;к;ь;л;о;к;О;СКОЛЬКО;CONJ;CONJ
43861;;столько;СТОЛЬКО;NUM;acc - -;;;тоже спала сколько столько сколько было возможность.;о;к;ь;л;о;т;О;СТОЛЬКО;NUM;acc - -
43862;;сколько;СКОЛЬКО;ADV;-;;;спала сколько столько сколько было возможность. ;о;к;ь;л;о;к;О;СКОЛЬКО;ADV;-
43863;;было;БЫТЬ;V;ipf praet sg indic n -;;;сколько столько сколько было возможность.  ;о;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic n -
43864;;возможность;ВОЗМОЖНОСТЬ;S;f inan acc sg;;;столько сколько было возможность.   Ну;.;ь;т;с;о;н;Ь;ВОЗМОЖНОСТЬ.;S;f inan acc sg
43865;;;;;;;;;;;;;;;;;;
43866;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
43867;;Ну;НУ;PART;PART;;;возможность.   Ну , вот ,;у;Н;;;;;У;НУ;PART;PART
43868;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43869;;вот;ВОТ;PART;PART;;; Ну , вот , да .;т;о;в;;;;Т;ВОТ;PART;PART
43870;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43871;;да;ДА;PART;PART;;;, вот , да .  Ну;а;д;;;;;А;ДА;PART;PART
43872;;.;.;PUNCT;SENT;;;вот , да .  Ну ,;.;;;;;;.;.;SENT;SENT
43873;;;;;;;;;;;;;;;;;;
43874;;Ну;НУ;PART;PART;;;да .  Ну , и правильно.;у;Н;;;;;У;НУ;PART;PART
43875;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43876;;и;И;CONJ;CONJ;;; Ну , и правильно.  ;и;;;;;;И;И;CONJ;CONJ
43877;;правильно;ПРАВИЛЬНО;ADV;-;;;Ну , и правильно.   То есть;.;о;н;ь;л;и;О;ПРАВИЛЬНО.;ADV;-
43878;;;;;;;;;;;;;;;;;;
43879;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
43880;;То есть;То есть;ADV;-;;;правильно.   То есть на работу ходишь;ь;т;с;е;;о;ь;То есть;ADV;-
43881;;на;НА;PR;PR;;;  То есть на работу ходишь ,;а;н;;;;;А;НА;PR;PR
43882;;работу;РАБОТА;S;f inan acc sg;;; То есть на работу ходишь , там;у;т;о;б;а;р;А;РАБОТА;S;f inan acc sg
43883;;ходишь;ХОДИТЬ;V;ipf praes sg indic - 2p;;;То есть на работу ходишь , там ,;ь;ш;и;д;о;х;Ь;ХОДИТЬ;V;ipf praes sg indic - 2p
43884;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43885;;там;ТАМ;ADVPRO;-;;;работу ходишь , там , конечно ,;м;а;т;;;;М;ТАМ;ADV;-
43886;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43887;;конечно;КОНЕЧНО;PARENTH;-;;;, там , конечно , особенно на;о;н;ч;е;н;о;О;КОНЕЧНО;ADV;-
43888;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43889;;особенно;ОСОБЕННО;ADV;-;;;, конечно , особенно на Украине жили;о;н;н;е;б;о;О;ОСОБЕННО;ADV;-
43890;;на;НА;PR;PR;;;конечно , особенно на Украине жили -;а;н;;;;;А;НА;PR;PR
43891;;Украине;УКРАИНА;S;f inan loc sg;;;, особенно на Украине жили - там;е;н;и;а;р;к;А;УКРАИНА;S;f inan loc sg
43892;;жили;ЖИТЬ;V;ipf praet pl indic - -;;;особенно на Украине жили - там в;и;л;и;ж;;;Ь;ЖИТЬ;V;ipf praet pl indic - -
43893;;-;-;PUNCT;;;;;-;;;;;;-;-;-;-
43894;;там;ТАМ;ADVPRO;-;;;Украине жили - там в два ложишься;м;а;т;;;;М;ТАМ;ADV;-
43895;;в;В;PR;PR;;;жили - там в два ложишься ,;в;;;;;;В;В;PR;PR
43896;;два;ДВА;NUM;acc m inan;;;- там в два ложишься , в;а;в;д;;;;А;ДВА;NUM;acc m inan
43897;;ложишься;ЛОЖИТЬСЯ;V;ipf praes sg indic - 2p;;;там в два ложишься , в семь;я;с;ь;ш;и;ж;Я;ЛОЖИТЬСЯ;V;ipf praes sg indic - 2p
43898;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43899;;в;В;PR;PR;;;два ложишься , в семь встаешь -;в;;;;;;В;В;PR;PR
43900;;семь;СЕМЬ;NUM;acc - -;;;ложишься , в семь встаешь - никуда;ь;м;е;с;;;Ь;СЕМЬ;NUM;acc - -
43901;;встаешь;ВСТАВАТЬ;V;ipf praes sg indic - 2p;;;, в семь встаешь - никуда не;ь;ш;е;а;т;с;Ь;ВСТАВАТЬ;V;ipf praes sg indic - 2p
43902;;-;-;PUNCT;;;;;-;;;;;;-;-;-;-
43903;;никуда;НИКУДА;ADVPRO;-;;;семь встаешь - никуда не денешься .;а;д;у;к;и;н;А;НИКУДА;ADV;-
43904;;не;НЕ;PART;PART;;;встаешь - никуда не денешься . ;е;н;;;;;Е;НЕ;PART;PART
43905;;денешься;ДЕТЬСЯ;V;pf fut sg indic - 2p;;;- никуда не денешься .  Вот;я;с;ь;ш;е;н;Я;ДЕТЬСЯ;V;pf fut sg indic - 2p
43906;;.;.;PUNCT;SENT;;;никуда не денешься .  Вот .;.;;;;;;.;.;SENT;SENT
43907;;;;;;;;;;;;;;;;;;
43908;;Вот;ВОТ;PART;PART;;;денешься .  Вот .  Поэтому;т;о;В;;;;Т;ВОТ;PART;PART
43909;;.;.;PUNCT;SENT;;;.  Вот .  Поэтому .;.;;;;;;.;.;SENT;SENT
43910;;;;;;;;;;;;;;;;;;
43911;;Поэтому;ПОЭТОМУ;ADVPRO;-;;;Вот .  Поэтому .  А;у;м;о;т;э;о;У;ПОЭТОМУ;ADV;-
43912;;.;.;PUNCT;SENT;;;.  Поэтому .  А уже;.;;;;;;.;.;SENT;SENT
43913;;;;;;;;;;;;;;;;;;
43914;;А;А;CONJ;CONJ;;;Поэтому .  А уже в субботу;А;;;;;;А;А;CONJ;CONJ
43915;;уже;УЖЕ;ADV;-;;;.  А уже в субботу там;е;ж;у;;;;Е;УЖЕ;ADV;-
43916;;в;В;PR;PR;;; А уже в субботу там …;в;;;;;;В;В;PR;PR
43917;;субботу;СУББОТА;S;f inan acc sg;;;А уже в субботу там … Вау;у;т;о;б;б;у;А;СУББОТА;S;f inan acc sg
43918;;там;ТАМ;ADVPRO;-;;;уже в субботу там … Вау …;м;а;т;;;;М;ТАМ;ADV;-
43919;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
43920;;;;;;;;;;;;;;;;;;
43921;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
43922;;Вау;ВАУ;INTJ;INTJ ;;;субботу там … Вау … Стараешься …;у;а;В;;;;У;ВАУ;S;m inan nonflex nonflex
43923;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
43924;;;;;;;;;;;;;;;;;;
43925;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
43926;;Стараешься;СТАРАТЬСЯ;V;ipf praes sg indic - 2p;;;… Вау … Стараешься … Пять часов;я;с;ь;ш;е;а;Я;СТАРАТЬСЯ;V;ipf praes sg indic - 2p
43927;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
43928;;;;;;;;;;;;;;;;;;
43929;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
43930;;Пять;ПЯТЬ;NUM;acc - -;;;… Стараешься … Пять часов ? Да;ь;т;я;П;;;Ь;ПЯТЬ;NUM;acc - -
43931;;часов;ЧАС;S;m inan gen pl;;;Стараешься … Пять часов ? Да .;в;о;с;а;ч;;С;ЧАС;S;m inan gen pl
43932;;?;?;PUNCT;;;;;?;;;;;;?;?;?;
43933;;;;;;;;;;;;;;;;;;
43934;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
43935;;Да;ДА;PART;PART;;;Пять часов ? Да .  Ну;а;Д;;;;;А;ДА;PART;PART
43936;;.;.;PUNCT;SENT;;;часов ? Да .  Ну как;.;;;;;;.;.;SENT;SENT
43937;;;;;;;;;;;;;;;;;;
43938;;Ну;НУ;PART;PART;;;Да .  Ну как ? ;у;Н;;;;;У;НУ;PART;PART
43939;;как;КАК;ADVPRO;-;;;.  Ну как ?  Э;к;а;к;;;;К;КАК;ADV;-
43940;;?;?;PUNCT;SENT;;; Ну как ?  Э -;?;;;;;;?;?;SENT;SENT
43941;;;;;;;;;;;;;;;;;;
43942;;Э;Э;INTJ;INTJ;;;как ?  Э - э -;Э;;;;;;Э;Э;INTJ;INTJ
43943;;-;-;PUNCT;;;;;-;;;;;;-;-;-;-
43944;;э;Э;INTJ;INTJ;;; Э - э - э .;э;;;;;;Э;Э;INTJ;INTJ
43945;;-;-;PUNCT;;;;;-;;;;;;-;-;-;-
43946;;э;Э;INTJ;INTJ;;;- э - э .  Дача;э;;;;;;Э;Э;INTJ;INTJ
43947;;.;.;PUNCT;SENT;;;э - э .  Дача была;.;;;;;;.;.;SENT;SENT
43948;;;;;;;;;;;;;;;;;;
43949;;Дача;ДАЧА;S;f inan nom sg;;;э .  Дача была же большая;а;ч;а;Д;;;А;ДАЧА;S;f inan nom sg
43950;;была;БЫТЬ;V;ipf praet sg indic f -;;;.  Дача была же большая .;а;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic f -
43951;;же;ЖЕ;PART;PART;;; Дача была же большая . ;е;ж;;;;;Е;ЖЕ;PART;PART
43952;;большая;БОЛЬШОЙ;A;- nom sg plen f -;;;Дача была же большая .  Нужно;я;а;ш;ь;л;о;Й;БОЛЬШОЙ;A;- nom sg plen f -
43953;;.;.;PUNCT;SENT;;;была же большая .  Нужно было;.;;;;;;.;.;SENT;SENT
43954;;;;;;;;;;;;;;;;;;
43955;;Нужно;НУЖНО;PRAEDIC;-;;;большая .  Нужно было на дачу;о;н;ж;у;Н;;О;НУЖНО;ADV;-
43956;;было;БЫТЬ;V;ipf praet sg indic n -;;;.  Нужно было на дачу поехать;о;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic n -
43957;;на;НА;PR;PR;;; Нужно было на дачу поехать ,;а;н;;;;;А;НА;PR;PR
43958;;дачу;ДАЧА;S;f inan acc sg;;;Нужно было на дачу поехать , собрать;у;ч;а;д;;;А;ДАЧА;S;f inan acc sg
43959;;поехать;ПОЕХАТЬ;V;pf - - inf - -;;;было на дачу поехать , собрать урожай;ь;т;а;х;е;о;Ь;ПОЕХАТЬ;V;pf - - inf - -
43960;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43961;;собрать;СОБРАТЬ;V;pf - - inf - -;;;дачу поехать , собрать урожай и там;ь;т;а;р;б;о;Ь;СОБРАТЬ;V;pf - - inf - -
43962;;урожай;УРОЖАЙ;S;m inan acc sg;;;поехать , собрать урожай и там или;й;а;ж;о;р;у;Й;УРОЖАЙ;S;m inan acc sg
43963;;и;И;CONJ;CONJ;;;, собрать урожай и там или это;и;;;;;;И;И;CONJ;CONJ
43964;;там;ТАМ;ADVPRO;-;;;собрать урожай и там или это ,;м;а;т;;;;М;ТАМ;ADV;-
43965;;или;ИЛИ;CONJ;CONJ;;;урожай и там или это , а;и;л;и;;;;И;ИЛИ;CONJ;CONJ
43966;;это;ЭТО;S;n - nom sg;;;и там или это , а потом;о;т;э;;;;О;ЭТО;S;n - nom sg
43967;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43968;;а;А;CONJ;CONJ;;;или это , а потом … Подожди;а;;;;;;А;А;CONJ;CONJ
43969;;потом;ПОТОМ;ADVPRO;-;;;это , а потом … Подожди …;м;о;т;о;п;;М;ПОТОМ;ADV;-
43970;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
43971;;;;;;;;;;;;;;;;;;
43972;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
43973;;Подожди;ПОДОЖДАТЬ;V;pf - sg imper - 2p;;;а потом … Подожди … Приехать переработать;и;д;ж;о;д;о;Ь;ПОДОЖДАТЬ;V;pf - sg imper - 2p
43974;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
43975;;;;;;;;;;;;;;;;;;
43976;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
43977;;Приехать;ПРИЕХАТЬ;V;pf - - inf - -;;;… Подожди … Приехать переработать этот урожай.;ь;т;а;х;е;и;Ь;ПРИЕХАТЬ;V;pf - - inf - -
43978;;переработать;ПЕРЕРАБОТАТЬ;V;pf - - inf - -;;;Подожди … Приехать переработать этот урожай. ;ь;т;а;т;о;б;Ь;ПЕРЕРАБОТАТЬ;V;pf - - inf - -
43979;;этот;ЭТОТ;A;acc sg m inan;;;… Приехать переработать этот урожай.  ;т;о;т;э;;;Т;ЭТОТ;A;#ИМЯ?
43980;;урожай;УРОЖАЙ;S;m inan acc sg;;;Приехать переработать этот урожай.   Вы;.;й;а;ж;о;р;Й;УРОЖАЙ.;S;m inan acc sg
43981;;;;;;;;;;;;;;;;;;
43982;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
43983;;Вы;ВЫ;SPRO;pl 2p - nom;;;урожай.   Вы чт … подожди;ы;В;;;;;Ы;ВЫ;SPRO;pl 2p - nom
43984;;чт;ЧТ;SPRO;- - - -;distort;;  Вы чт … подожди ,;т;ч;;;;;Т;ЧТ;S;- - - -
43985;;…;…;PUNCT;;;;;…;;;;;;…;…;…;…
43986;;подожди;ПОДОЖДАТЬ;V;pf - sg imper - 2p;;;Вы чт … подожди , еще раз;и;д;ж;о;д;о;Ь;ПОДОЖДАТЬ;V;pf - sg imper - 2p
43987;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43988;;еще;ЕЩЕ;ADV;-;;;… подожди , еще раз , что;е;щ;е;;;;Е;ЕЩЕ;ADV;-
43989;;раз;РАЗ;S;m inan acc sg;;;подожди , еще раз , что вы;з;а;р;;;;З;РАЗ;S;m inan acc sg
43990;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
43991;;что;ЧТО;CONJ;CONJ;;;еще раз , что вы делали на;о;т;ч;;;;О;ЧТО;CONJ;CONJ
43992;;вы;ВЫ;SPRO;pl 2p - nom;;;раз , что вы делали на Украине;ы;в;;;;;Ы;ВЫ;SPRO;pl 2p - nom
43993;;делали;ДЕЛАТЬ;V;ipf praet pl indic - -;;;, что вы делали на Украине ?;и;л;а;л;е;д;Ь;ДЕЛАТЬ;V;ipf praet pl indic - -
43994;;на;НА;PR;PR;;;что вы делали на Украине ? ;а;н;;;;;А;НА;PR;PR
43995;;Украине;УКРАИНА;S;f inan loc sg;;;вы делали на Украине ?  Почему;е;н;и;а;р;к;А;УКРАИНА;S;f inan loc sg
43996;;?;?;PUNCT;SENT;;;делали на Украине ?  Почему у;?;;;;;;?;?;SENT;SENT
43997;;;;;;;;;;;;;;;;;;
43998;;Почему;ПОЧЕМУ;ADVPRO;-;;;Украине ?  Почему у вас там;у;м;е;ч;о;П;У;ПОЧЕМУ;ADV;-
43999;;у;У;PR;PR;;;?  Почему у вас там была;у;;;;;;У;У;PR;PR
44000;;вас;ВЫ;SPRO;pl 2p - loc;;; Почему у вас там была д;с;а;в;;;;Ы;ВЫ;SPRO;pl 2p - loc
44001;;там;ТАМ;ADVPRO;-;;;Почему у вас там была д ;м;а;т;;;;М;ТАМ;ADV;-
44002;;была;БЫТЬ;V;ipf praet sg indic f -;;;у вас там была д  б;а;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic f -
44003;;д;Д;S;nonflex nonflex;distort;;вас там была д  б -;д;;;;;;Д;Д;S;#ИМЯ?
44004;"<span <class=""note"">заикается</span>";;;;;;;;;;;;;;;;;
44005;;б;Б;S;nonflex nonflex;distort;;была д  б - большая дача;б;;;;;;Б;Б;S;#ИМЯ?
44006;;-;-;PUNCT;;;;;-;;;;;;-;-;-;-
44007;;большая;БОЛЬШОЙ;A;- nom sg plen f -;;; б - большая дача ? Да;я;а;ш;ь;л;о;Й;БОЛЬШОЙ;A;- nom sg plen f -
44008;;дача;ДАЧА;S;f inan nom sg;;;б - большая дача ? Да ,;а;ч;а;д;;;А;ДАЧА;S;f inan nom sg
44009;;?;?;PUNCT;;;;;?;;;;;;?;?;?;
44010;;;;;;;;;;;;;;;;;;
44011;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44012;;Да;ДА;CONJ;CONJ;;;большая дача ? Да , у нас;а;Д;;;;;А;ДА;CONJ;CONJ
44013;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44014;;у;У;PR;PR;;;? Да , у нас был дом;у;;;;;;У;У;PR;PR
44015;;нас;МЫ;SPRO;pl 1p - loc;;;Да , у нас был дом в;с;а;н;;;;Ы;МЫ;SPRO;pl 1p - loc
44016;;был;БЫТЬ;V;ipf praet sg indic m -;;;, у нас был дом в деревне;л;ы;б;;;;Ь;БЫТЬ;V;ipf praet sg indic m -
44017;;дом;ДОМ;S;m inan acc sg;;;у нас был дом в деревне -;м;о;д;;;;М;ДОМ;S;m inan acc sg
44018;;в;В;PR;PR;;;нас был дом в деревне - шестьдесят;в;;;;;;В;В;PR;PR
44019;;деревне;ДЕРЕВНЯ;S;f inan loc sg;;;был дом в деревне - шестьдесят ;е;н;в;е;р;е;Я;ДЕРЕВНЯ;S;f inan loc sg
44020;"<distinct form=""шесят"">";;;;;;;;;;;;;;;;;
44021;;-;-;PUNCT;;;;;-;;;;;;-;-;-;
44022;;шестьдесят;ШЕСТЬДЕСЯТ;NUM;acc - -;;;в деревне - шестьдесят  соток было;т;я;с;е;д;ь;Т;ШЕСТЬДЕСЯТ;NUM;acc - -
44023;</distinct>;;;;;;;;;;;;;;;;;
44024;;соток;СОТКА;S;f inan gen pl;;;- шестьдесят  соток было огорода .;к;о;т;о;с;;А;СОТКА;S;f inan gen pl
44025;;было;БЫТЬ;V;ipf praet sg indic n -;;;шестьдесят  соток было огорода . ;о;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic n -
44026;;огорода;ОГОРОД;S;m inan gen sg;;; соток было огорода .  Вот;а;д;о;р;о;г;Д;ОГОРОД;S;m inan gen sg
44027;;.;.;PUNCT;SENT;;;соток было огорода .  Вот мы;.;;;;;;.;.;SENT;SENT
44028;;;;;;;;;;;;;;;;;;
44029;;Вот;ВОТ;PART;PART;;;огорода .  Вот мы там всё;т;о;В;;;;Т;ВОТ;PART;PART
44030;;мы;МЫ;SPRO;pl 1p - nom;;;.  Вот мы там всё сажали;ы;м;;;;;Ы;МЫ;SPRO;pl 1p - nom
44031;;там;ТАМ;ADVPRO;-;;; Вот мы там всё сажали …;м;а;т;;;;М;ТАМ;ADV;-
44032;;всё;ВСЕ;S;acc pl;;;Вот мы там всё сажали … А;ё;с;в;;;;Е;ВСЕ;S;#ИМЯ?
44033;;сажали;САЖАТЬ;V;ipf praet pl indic - -;;;мы там всё сажали … А можно;и;л;а;ж;а;с;Ь;САЖАТЬ;V;ipf praet pl indic - -
44034;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
44035;;;;;;;;;;;;;;;;;;
44036;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44037;;А;А;CONJ;CONJ;;;всё сажали … А можно в сравнении;А;;;;;;А;А;CONJ;CONJ
44038;;можно;МОЖНО;PRAEDIC;-;;;сажали … А можно в сравнении -;о;н;ж;о;м;;О;МОЖНО;ADV;-
44039;;в;В;PR;PR;;;… А можно в сравнении - сколько;в;;;;;;В;В;PR;PR
44040;;сравнении;СРАВНЕНИЕ;S;n inan loc sg;;;А можно в сравнении - сколько это;и;и;н;е;н;в;Е;СРАВНЕНИЕ;S;n inan loc sg
44041;;-;-;PUNCT;;;;;-;;;;;;-;-;-;-
44042;;сколько;СКОЛЬКО;CONJ;CONJ;;;в сравнении - сколько это ? ;о;к;ь;л;о;к;О;СКОЛЬКО;CONJ;CONJ
44043;;это;ЭТО;S;n - nom sg;;;сравнении - сколько это ?  Вот;о;т;э;;;;О;ЭТО;S;n - nom sg
44044;;?;?;PUNCT;SENT;;;- сколько это ?  Вот …;?;;;;;;?;?;SENT;SENT
44045;;;;;;;;;;;;;;;;;;
44046;;Вот;ВОТ;PART;PART;;;это ?  Вот … Ну это;т;о;В;;;;Т;ВОТ;PART;PART
44047;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
44048;;;;;;;;;;;;;;;;;;
44049;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44050;;Ну;НУ;PART;PART;;; Вот … Ну это вот п;у;Н;;;;;У;НУ;PART;PART
44051;;это;ЭТО;S;n - nom sg;;;Вот … Ну это вот п …;о;т;э;;;;О;ЭТО;S;n - nom sg
44052;;вот;ВОТ;PART;PART;;;… Ну это вот п … Ты;т;о;в;;;;Т;ВОТ;PART;PART
44053;;п;П;S;n inan nonflex nonflex;distort;;Ну это вот п … Ты была;п;;;;;;П;П;S;n inan nonflex nonflex
44054;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
44055;;;;;;;;;;;;;;;;;;
44056;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44057;;Ты;ТЫ;SPRO;sg 2p - nom;;;вот п … Ты была в Солонцовке;ы;Т;;;;;Ы;ТЫ;SPRO;sg 2p - nom
44058;;была;БЫТЬ;V;ipf praet sg indic f -;;;п … Ты была в Солонцовке ?;а;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic f -
44059;;в;В;PR;PR;;;… Ты была в Солонцовке ? ;в;;;;;;В;В;PR;PR
44060;;Солонцовке;СОЛОНЦОВКА;S;f inan loc sg;;;Ты была в Солонцовке ?  Там;е;к;в;о;ц;н;А;СОЛОНЦОВКА;S;f inan loc sg
44061;;?;?;PUNCT;SENT;;;была в Солонцовке ?  Там сколько;?;;;;;;?;?;SENT;SENT
44062;;;;;;;;;;;;;;;;;;
44063;;Там;ТАМ;ADVPRO;-;;;Солонцовке ?  Там сколько ? Ну;м;а;Т;;;;М;ТАМ;ADV;-
44064;;сколько;СКОЛЬКО;ADV;-;;;?  Там сколько ? Ну вот;о;к;ь;л;о;к;О;СКОЛЬКО;ADV;-
44065;;?;?;PUNCT;;;; Там сколько ? Ну вот ,;?;;;;;;?;?;SENT;
44066;;;;;;;;;;;;;;;;;;
44067;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44068;;Ну;НУ;PART;PART;;;Там сколько ? Ну вот , наверное;у;Н;;;;;У;НУ;PART;PART
44069;;вот;ВОТ;PART;PART;;;сколько ? Ну вот , наверное ;т;о;в;;;;Т;ВОТ;PART;PART
44070;;,;,;PUNCT;;;;;,;;;;;;,;,;,;
44071;"<distinct form=""наэрно"">";;;;;;;;;;;;;;;;;
44072;;наверное;НАВЕРНОЕ;ADV;-;;;Ну вот , наверное  , как;е;о;н;р;е;в;Е;НАВЕРНОЕ;ADV;-
44073;</distinct>;;;;;;;;;;;;;;;;;
44074;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44075;;как;КАК;CONJ;CONJ;;;наверное  , как в Солонцовке. ;к;а;к;;;;К;КАК;CONJ;CONJ
44076;;в;В;PR;PR;;; , как в Солонцовке.  ;в;;;;;;В;В;PR;PR
44077;;Солонцовке;СОЛОНЦОВКА;S;f inan loc sg;;;, как в Солонцовке.   Ага.;.;е;к;в;о;ц;А;СОЛОНЦОВКА.;S;f inan loc sg
44078;;;;;;;;;;;;;;;;;;
44079;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44080;;Ага;АГА;INTJ;INTJ;;;Солонцовке.   Ага.   Вот;.;а;г;А;;;А;АГА.;S;m anim nom sg
44081;;;;;;;;;;;;;;;;;;
44082;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
